2020-11-19 10:42:27.361999+00;2020-11-19 11:01:39.72+00;2760;Mode::Tram;0102000020E6100000850000007DD2E4BDC51A2140D9EFE42E1DAE4740E310BB00451A214008C5FB1642AE474024F83A04E9192140B927FEDE5CAE4740AEB25B70AB1921405095A58C6EAE47401CA08F8D9B1921409C2045F872AE47401B9C887E6D1921405FF12FDD7FAE4740D9B3E73235192140E683544090AE474095AB6928FF182140A497079F9CAE4740513A47D38F1821405ED89AADBCAE4740B8921D1B81182140AF82CE5AC0AE47405DD08C8F601821404D1AFE2EC7AE4740709A99F4521821404B5645B8C9AE474092A34ADE4A182140EB75E679CBAE4740C2F693313E1821403D8276E2CDAE4740B97020240B182140FE4BAD52D5AE4740FCF21318FC172140C1278C1CD8AE4740EDDE4037EA1721407EE4D6A4DBAE47400FE8F120E217214047551344DDAE47406AEE320DD4172140D57954FCDFAE47401C9029C4C8172140E091674DE2AE4740F4C53945A2172140D6123CCFE9AE4740FF9D488B8E172140D4900255EDAE4740C426327381172140E551E053EFAE47404388D0AD7C17214061B5430DF0AE4740FFF3EAD27517214019315816F1AE47403AE97DE36B1721401F02FD74F2AE47403A84E0A76017214066660BADF3AE4740515BD9F45617214036C8C969F4AE4740C73A0B314D1721402F7B2304F5AE47405D64A7C41A1721408187B36CF7AE474028E08DBBF716214057A6A9AFF8AE4740D1798D5DA2162140A37F38FEFAAE47407AB6FDE19D16214085668D30FBAE4740F4A21B0698162140795CAF44FBAE47404F39CBD188162140A9E04B3CFBAE47402B6EDC627E162140C7CBE4E5FAAE4740ED6E545D7616214086AE44A0FAAE47408177F2E9B115214078D7344AF2AE4740DA684AFC9B152140F0DFBC38F1AE47404DCBFE2F8D152140AF38E686F0AE47408D26176360152140395673CAEDAE474092D15C024B152140B707C666ECAE47402DB5392927152140A0E5D429EAAE47402644AFF5FB142140301CBE3BE8AE4740B88C4061F51421405A3F47F5E7AE47405C5430CFEF1421404ED944C1E7AE47400A4ED8D9EB142140366964A1E7AE4740F5C18DEFE61421404273428DE7AE47401BD82AC1E2142140DD370884E7AE474047832568DD1421405AB51089E7AE474026A54522D9142140A1A98DA0E7AE4740996C9791D5142140369776C5E7AE4740E8154F3DD21421400641ECF1E7AE4740C0328001CE1421406BD84A43E8AE474092BA53F0CA142140BF32CA8EE8AE4740A6C123E0C61421401EF34B0EE9AE47402A08D451C414214089BDAB79E9AE47409DCF25C1C0142140A0E5D429EAAE474057FB8568BE142140D554BBCBEAAE4740CAC2D7D7BA14214087F9F202ECAE4740AFE9E687B6142140C83E6DF9EDAE47408149E0C5B11421402CE400B0F0AE4740846CB477A11421402CED79A3FBAE4740E21A44108C1421400199E7D209AF474099F4F752781421409B4649FE16AF474048C6C5AC721421407BAB64B61AAF47403892150D63142140406E1A3625AF4740BACED0894E1421405D28AAC832AF4740B2FCAF29461421405453927538AF47403B7B1D273B1421408634CFB63FAF47409101EA173614214049803FA143AF4740986E6D3C3314214006291D5146AF4740FE0B040132142140885D256948AF4740ED8CA5FE30142140CE03B39D4AAF4740BE840A0E2F142140C7CA79104CAF47401F3D8F9B2B142140269F68684DAF4740E6DA615D2614214043B2DBC24EAF4740EF67C24021142140D18030A64FAF47401776622019142140185B087250AF47408B5D914E13142140B3A904D550AF474017597C540D1421404897EDF950AF474081E61835041421403C5FFDE950AF47406098A7CEFE132140EF377FB850AF4740EC9392D4F81321401228075850AF4740B5A7E49CD8132140F0FB372F4EAF4740A01B9AB2D31321403D6B6DD04DAF4740A9386975CD13214020C88B964DAF4740931CB0ABC9132140D8D30E7F4DAF474024456458C5132140209A79724DAF4740BC0276DABF1321402CD269824DAF4740CF79D7EABC13214073C6E6994DAF4740060FD3BEB91321402C2E8ECA4DAF474074A95B87B41321409CFDDC2B4EAF474047C19D55B0132140FBBD5EAB4EAF4740E79B7E9AA41321402A98E77750AF4740D078C7CE80132140B63AEFB556AF474009A128756E1321409C76E73F5AAF4740728170AA5A1321409479F53B5EAF4740BC500A044B132140B186302361AF4740E43DBD080913214004FE953A6DAF47403A2009FB7612214038FD344987AF47406B2E92D15C122140EE2422FC8BAF4740A6DB6D7253122140404B57B08DAF47406C0C95DAE61121401F317A6EA1AF47406D1A80B2CE112140F8A41309A6AF4740A83AE466B811214014083BC5AAAF47406AABED81B1112140377CC15DACAF474043E8FB04AB11214053758F6CAEAF4740CFE3E60AA5112140CF76966AB0AF474014EB54F99E1121404B4A8B44B2AF4740540DB1B0961121407AF601EDB3AF474094BF7B478D112140BB55212FB5AF474053B3075A811121407F37386CB6AF47404233993B4411214012D1F93ABAAF4740E02B5F3C281121402336B3F1BBAF4740285998CF031121408D56FF31BEAF474044B3FC0AE3102140A378F06EC0AF4740D7B2C6EAA01021402A920ABEC4AF4740AC318DCB5D10214004AA7F10C9AF4740E76ED74B53102140BD9B5DADC9AF47405E3F0E9425102140621C12ADCBAF47409B04CA011610214044BBAF6FCCAF4740CBAABEA9FE0F21403D8276E2CDAF4740D2133BBFCD0F2140E344AADED0AF47407054B82FB10F21404D7F9B6AD2AF4740B26E17F5A40F2140ED0099E7D2AF47401112B3A8990F214070DFB42AD3AF47403E4D1C2F930F21408E548440D3AF4740A60D87A5810F21409A8C7450D3AF4740463B133F6B0F21406479B2F6D2AF4740CF2C0950530F21402300EE68D2AF4740C2C8810D3E0F214095319985D1AF47402293E755F80E21409DE6D319CEAF4740;Mode::Tram;"";2020-11-19 11:17:30.826018+00;2020-11-23 21:07:49.732223+00;;;Track;;;;;;;;;2020-11-23 21:07:49.732223+00;;AETCS;f;31018112;f;2020-11-23 21:07:49+00;f;a5c79ee8-d0cc-4437-93e4-ec26478403ba
2019-10-21 06:07:52.934+00;2019-10-21 06:09:16.023999+00;119;Mode::Walk;0102000020E61000000C000000E0BC5C0412F11840E3ABB20422314740E0BC5C0412F11840E3ABB204223147402379FAFA54F1184054E0609B253147407592513A50F11840271EB39C27314740C476913558F11840566A31F527314740EC41F2766AF1184097F7D25328314740623443CC87F11840505974D72A314740AE4C2EEE9CF118406D7CA7722C314740605E1C34BCF11840F31D3F9B2F31474008071A9FC0F11840A11FBE6A30314740BC996354F1F118405084C99133314740727230B5E1F1184058A2680C3B314740;Mode::Walk;;2019-10-21 08:10:54.138537+00;2019-10-26 16:00:19.087571+00;0;;Track;;;;;0.762703;f;0102000020E61000000C000000E0BC5C0412F11840E3ABB20422314740E0BC5C0412F11840E3ABB204223147402379FAFA54F1184054E0609B253147407592513A50F11840271EB39C27314740C476913558F11840566A31F527314740EC41F2766AF1184097F7D25328314740623443CC87F11840505974D72A314740AE4C2EEE9CF118406D7CA7722C314740605E1C34BCF11840F31D3F9B2F31474008071A9FC0F11840A11FBE6A30314740BC996354F1F118405084C99133314740727230B5E1F1184058A2680C3B314740;119;2019-11-19 14:46:14.695689+00;2019-10-21 06:09:16.023999+00;GVFLV;f;14067288;f;2019-10-21 08:10:54+00;f;1ddb10f9-2b29-445e-be54-4d2da3fade65
2019-10-21 05:57:59.583115+00;2019-10-21 06:07:52.934+00;3264;Mode::Bus;0102000020E6100000140000006580A5946BCB184087FFBDB8D83147406580A5946BCB184087FFBDB8D8314740C2786C2AC3DB18405017A3974F3147404ACB8118CCDB1840B87BD9B24E314740D00BDB0372DE1840AAE5E8BE77314740DD08F9BD42DF184073B46D2584314740721BD44843DF1840305FAD2D84314740ED01668CE1E01840E24C68ABA6314740C02C9B47B9E118402ABC46EBA3314740C00F5CC833E318409291E6E99E314740842954EF05E518407CE249FEB831474007820B9D49ED184067ADA827383147403D5947853FEE1840AB355AEC27314740BC1C1D5E9FEE1840DE0F6F5321314740F08941E553EF18401C949135153147404D1D5E5BA0F01840FE41F3870F314740266CACC6F5F01840D4B68C0519314740CE91E0A2F2F018403EB9844B1931474090521267FCF018401FD1483E1B314740E0BC5C0412F11840E3ABB20422314740;Mode::Bus;;2019-10-21 08:10:54.138537+00;2019-10-26 16:00:19.091187+00;0;;Track;;;;;1;f;0102000020E6100000140000006580A5946BCB184087FFBDB8D83147406580A5946BCB184087FFBDB8D8314740C2786C2AC3DB18405017A3974F3147404ACB8118CCDB1840B87BD9B24E314740D00BDB0372DE1840AAE5E8BE77314740DD08F9BD42DF184073B46D2584314740721BD44843DF1840305FAD2D84314740ED01668CE1E01840E24C68ABA6314740C02C9B47B9E118402ABC46EBA3314740C00F5CC833E318409291E6E99E314740842954EF05E518407CE249FEB831474007820B9D49ED184067ADA827383147403D5947853FEE1840AB355AEC27314740BC1C1D5E9FEE1840DE0F6F5321314740F08941E553EF18401C949135153147404D1D5E5BA0F01840FE41F3870F314740266CACC6F5F01840D4B68C0519314740CE91E0A2F2F018403EB9844B1931474090521267FCF018401FD1483E1B314740E0BC5C0412F11840E3ABB20422314740;3264;2019-11-19 14:46:14.687077+00;2019-10-21 06:07:52.934+00;GVFLV;f;14067287;f;2019-10-21 08:10:54+00;f;3805be14-3907-418c-8901-3e0782ce5ff9
2020-11-19 06:51:37.999+00;2020-11-19 10:40:57.306186+00;;"";0101000020E6100000D995618D8E1A214022F2793E00AE4740;"";"";2020-11-19 11:17:30.826018+00;2020-11-23 21:07:49.712187+00;;;Stay;unknown;;;;;;;;2020-11-23 21:07:49.712187+00;;AETCS;f;31018118;f;;;3dc40d6e-8f31-47c5-a042-b48a71944585
2020-11-19 11:01:39.72+00;2020-11-19 11:05:26.516+00;527;Mode::Walk;0102000020E6100000290000002293E755F80E21409DE6D319CEAF474017B26A95130F2140AFF67E1CD4AF47405A759B850F0F2140738C2DD2D4AF47404259AB6B0A0F2140FB9572D1D5AF47406361C60F090F2140385B57ECD5AF4740A46FB5C6070F2140BD98D037D6AF47400E83EBD5040F21405B682419D6AF4740927B0F74040F214005880A09D6AF47403F2CA369020F214059933F16D6AF47402CF13468000F21408237182FD6AF4740F7B5D687FF0E214012BF6821D6AF4740B6F641EFFC0E2140EA8D600ED6AF4740C32D8CB1F40E2140263B8293D5AF474030A4AF74F40E21401EA27680D5AF4740159FDD89ED0E2140FD91708FD4AF4740CF5AFE70EC0E2140ED807047D4AF4740B05E55B1E70E214070E4CBD4D3AF4740A567B37EE10E2140CC74C1C8D2AF47407EDDA13EEA0E2140550F7335CBAF47404932B567E40E2140F6B423B9C5AF4740F4489399E20E2140815C7E87C5AF4740CEFC320CEB0E2140F8CB0DA1C2AF47404FE2A5A3EC0E2140F210AD47BDAF47406F6EF109ED0E2140F752A7EBBCAF4740C35F70CDE70E2140BC63F157BCAF4740EF650F8FE30E2140E6823F58BCAF4740EF650F8FE30E21400F833F58BCAF47407762B3DCE40E2140E06E3FADBBAF47408B51F502F30E214085C07CA9BAAF474029DE79EBF80E2140D7BA8E92BAAF474031C830A9F90E2140C683FE6FBAAF47400AF3713DFB0E2140E600A161BAAF4740DC691A6CFB0E214045218083BAAF474048287ECFF80E214087FFC35BBDAF47406B497425F40E2140D5348EE1BFAF47401AD64F90F90E214024272515C6AF474077A8CBF6CE0E21405F9F38A4D4AF4740C3217542A20E21407B4B2C14E3AF4740ED9D32A1630E2140DA9AA7AAF1AF47409349FBF5110E21404F478001FFAF474006583888C70D2140F36393CA15B04740;Mode::Walk;"";2020-11-19 11:17:30.826018+00;2020-11-23 21:07:49.726525+00;;;Track;;;;;;;;;2020-11-23 21:07:49.726525+00;;AETCS;f;31018117;f;2020-11-23 21:07:49+00;f;e04618ed-6bd6-4e7a-a25a-05bb6e2e228d
2020-11-20 13:12:32.966+00;2020-11-20 13:20:24.032999+00;;"";0101000020E61000004EB5BBAC2EFA204073034F6B24B04740;"";"";2020-11-20 14:18:18.170591+00;2020-11-21 12:15:19.016099+00;;;Stay;leisure;;;;;;;;2020-11-21 12:15:19.016099+00;;FGFMG;f;31121491;f;;;6bb4d9fb-fa01-49bf-9638-ab89a0226031
2021-04-01 06:28:22.655999+00;2021-04-01 06:29:52.4+00;177;Mode::Walk;0102000020E61000000B0000006F6AFBB20F9D20402F7E648401BD4740DDB1D826159D20408A79B18BFDBC47405BD3BCE3149D2040D9AC9FA3FABC47402D3EAA06069D2040BCAD9921FABC47403326B330FA9C2040FDF84B8BFABC47402507EC6AF29C2040C1502C5CFBBC47405B5F24B4E59C2040BA8DBC62FCBC4740650C6256DE9C2040F649496AFCBC4740A6A84423E99C20408F5B8242F3BC4740A6A84423E99C20408F5B8242F3BC474087133D95789D2040979D34C3FCBC4740;Mode::Walk;"";2021-04-01 07:20:45.08383+00;;;;Track;;;;;;;;;;;LMMQBDV;f;36657473;f;2021-04-01 07:20:45+00;f;c0e5ab54-8302-4fa2-a9ae-716a098c7025
2019-10-21 12:47:57.691999+00;2019-10-21 12:51:15.789999+00;685;Mode::Walk;0102000020E61000001D0000005C091EA67D8F184056603E56EB19474082D120D8A59218400F9403CF4A1A47403E4E4B0AA6921840D3505A174B1A4740B51E6697A5921840AFC9EA8C4B1A4740DE2F515BA39218401C71BCB24B1A47405F5014D384921840E57F79AD4C1A47404520533A2F92184080F1680B4F1A47400EF7CD041E921840DF1EAA4D521A47408E7C3F130592184060CF40AF561A4740CBBC20CAE691184091B625525A1A4740740C53BDF691184023B9E2D95F1A4740C820E08AF69118402B5EE383661A4740AEE6DD19E991184065BE24E06A1A474020D53ABBD9911840FAE008F76D1A47400AC07813D3911840BCFD52066F1A4740188DE72DCF91184088E53F00731A4740B586F488CC911840B1003A9C771A47404A2872737E9118406CE92FB67F1A47404C4E793966911840075F713D831A474082427AAE6B9118405B1AAF16891A4740B622F3B16D911840C98F555C891A4740B8CF2F4D67911840325F5AED8E1A47408CC4C2395E911840F73689B68F1A4740991EDC765A911840EC58DED18F1A4740F9FE336C57911840DA791CD08F1A474052E9608456911840691262808F1A47400A48D5B555911840D11E61488F1A47405F69E02155911840C621E34B8F1A47405F69E02155911840C621E34B8F1A4740;Mode::Walk;;2019-10-21 13:02:29.782125+00;2019-10-26 16:00:19.062586+00;0;;Track;;;;;0.988728;f;0102000020E61000001D0000005C091EA67D8F184056603E56EB19474082D120D8A59218400F9403CF4A1A47403E4E4B0AA6921840D3505A174B1A4740B51E6697A5921840AFC9EA8C4B1A4740DE2F515BA39218401C71BCB24B1A47405F5014D384921840E57F79AD4C1A47404520533A2F92184080F1680B4F1A47400EF7CD041E921840DF1EAA4D521A47408E7C3F130592184060CF40AF561A4740CBBC20CAE691184091B625525A1A4740740C53BDF691184023B9E2D95F1A4740C820E08AF69118402B5EE383661A4740AEE6DD19E991184065BE24E06A1A474020D53ABBD9911840FAE008F76D1A47400AC07813D3911840BCFD52066F1A4740188DE72DCF91184088E53F00731A4740B586F488CC911840B1003A9C771A47404A2872737E9118406CE92FB67F1A47404C4E793966911840075F713D831A474082427AAE6B9118405B1AAF16891A4740B622F3B16D911840C98F555C891A4740B8CF2F4D67911840325F5AED8E1A47408CC4C2395E911840F73689B68F1A4740991EDC765A911840EC58DED18F1A4740F9FE336C57911840DA791CD08F1A474052E9608456911840691262808F1A47400A48D5B555911840D11E61488F1A47405F69E02155911840C621E34B8F1A47405F69E02155911840C621E34B8F1A4740;685;2019-11-19 14:46:14.737065+00;2019-10-21 12:51:15.789999+00;GVFLV;f;14079606;f;2019-10-21 13:02:29+00;f;24ad896f-fd71-47fc-9b74-2c13f28d8fdd
2019-10-21 06:19:15.098999+00;2019-10-21 06:35:37.765+00;21456;Mode::RegionalTrain;0102000020E610000019000000727230B5E1F1184058A2680C3B314740727230B5E1F1184058A2680C3B3147409ECBCED710A218408050919F561B47401AB9011DDCA118400B2F4E2E481B4740D12DC0896EA118401183A0142A1B47405AD09C2E6EA11840296397FB291B474085C0A0F664A118408FC04D73271B47401136C4AC64A11840BD93035F271B4740BF118E2D2BA11840F5BDA593171B4740893E36AF1EA1184003121025141B4740EC47C07D1EA118406BD47917141B47402424E0B8DBA01840BE6010C0011B47406C479F78DBA018405DE069AE011B4740CD954D96A6A018408C277027F31A474051003D6CA6A018406C06E21BF31A4740F24BC46E8CA018407AB72CF8EB1A47401EA91E427AA0184057C217FAE61A47405A0CB52A7AA018406E50A9F3E61A47405A0CB52A7AA018406E50A9F3E61A4740E9E50B916E921840D0521FA6F51A4740E9E50B916E921840D0521FA6F51A47406B480BDE3E921840A45BD7A3F81A474047B8F02117921840F9092B25FB1A47402CC061010B921840D71188D1FB1A4740C217259BFF911840996E2061FC1A4740;Mode::RegionalTrain;;2019-10-21 08:10:54.138537+00;2019-10-26 16:00:19.082004+00;0;;Track;;;;;0.5;f;0102000020E610000019000000727230B5E1F1184058A2680C3B314740727230B5E1F1184058A2680C3B3147409ECBCED710A218408050919F561B47401AB9011DDCA118400B2F4E2E481B4740D12DC0896EA118401183A0142A1B47405AD09C2E6EA11840296397FB291B474085C0A0F664A118408FC04D73271B47401136C4AC64A11840BD93035F271B4740BF118E2D2BA11840F5BDA593171B4740893E36AF1EA1184003121025141B4740EC47C07D1EA118406BD47917141B47402424E0B8DBA01840BE6010C0011B47406C479F78DBA018405DE069AE011B4740CD954D96A6A018408C277027F31A474051003D6CA6A018406C06E21BF31A4740F24BC46E8CA018407AB72CF8EB1A47401EA91E427AA0184057C217FAE61A47405A0CB52A7AA018406E50A9F3E61A47405A0CB52A7AA018406E50A9F3E61A4740E9E50B916E921840D0521FA6F51A4740E9E50B916E921840D0521FA6F51A47406B480BDE3E921840A45BD7A3F81A474047B8F02117921840F9092B25FB1A47402CC061010B921840D71188D1FB1A4740C217259BFF911840996E2061FC1A4740;21456;2019-11-19 14:46:14.712475+00;2019-10-21 06:35:37.765+00;GVFLV;f;14067289;f;2019-10-21 08:10:54+00;f;e75a4782-d2aa-4887-8b44-ab3f2a2b2143
2022-06-06 14:24:21+00;2022-06-06 15:45:33+00;;"";0101000020E61000003F554D5B8F8F2340DCDAB91638684840;"";"";2022-06-10 10:35:00.52931+00;;;;Stay;unknown;;;;;;;;2022-06-10 10:35:00.52931+00;;LNMFDVD;t;52237229;f;;;f1acc780-d121-467a-8f42-3953d94d0b8a
